name,prefecture,area,type,avg_temp,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,website,map
タキタロウ公園オートキャンプ場,山形県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=38.4772891,139.7611568"
白い森オートキャンプ場,山形県,,,10.9,-0.3,-0.1,2.2,7.7,14.4,18.9,22.7,23.8,19.5,13.1,6.9,1.9,,"https://www.google.com/maps?q=38.1618527,139.7862395"
印旛沼サンセットヒルズ,千葉県,,,14.8,3.7,4.8,8.3,13.4,18.1,21.3,25.1,26.3,22.7,17.1,11.2,6.0,http://sunsethills.shiteikanri-sakura.jp/,"https://www.google.com/maps?q=35.7479577,140.2023952"
町立キャンプ場,京都府,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9143907,135.6463555"
大池公園,山梨県,,,11.0,-0.4,0.6,4.2,9.5,14.3,17.8,21.9,22.5,18.7,13.0,7.5,2.3,,"https://www.google.com/maps?q=35.5076076,138.7635616"
weランド,富山県,,,13.7,2.7,3.0,5.9,11.1,16.3,20.4,24.5,26.0,22.0,16.2,10.5,5.4,https://notoweland.jp/,"https://www.google.com/maps?q=37.1502592,136.9733963"
あさひプライム,長野県,,,11.5,-1.4,0.0,3.9,9.8,15.7,19.6,23.2,24.3,19.9,13.4,7.1,1.7,,"https://www.google.com/maps?q=36.1135172,137.8337689"
北今西キャンプ場,和歌山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.1159295,135.6177611"
宮の向いキャンプ場,和歌山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.1170399,135.6146171"
ババ平キャンプ場,長野県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.323436,137.6757225"
ならここの里キャンプ場,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.875908,138.0172084"
明ヶ島キャンプ場,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9010249,138.0123343"
三石海浜公園 オートキャンプ場,北海道,,フリー,7.3,-4.6,-4.2,-0.2,4.7,10.0,14.2,18.4,20.0,16.6,10.1,4.2,-1.8,http://www.shinhidaka-hokkaido.jp/hotnews/detail/00000025.html#a2_2,"https://www.google.com/maps?q=42.2222782,142.6297453"
静波海水浴場,静岡県,,,16.0,5.6,6.7,9.9,13.9,18.5,21.5,25.2,26.6,23.4,18.6,13.4,8.1,,"https://www.google.com/maps?q=34.731104,138.232461"
RECAMP砂湯,北海道,,,4.7,-8.9,-8.8,-3.5,2.8,8.7,13.0,16.8,18.2,14.6,8.2,1.4,-6.0,,"https://www.google.com/maps?q=43.6233148,144.3592932"
しのつ湖公園キャンプ場,北海道,,,7.3,-6.1,-5.4,-1.2,5.4,11.5,15.8,19.7,20.8,16.9,10.4,3.4,-3.3,,"https://www.google.com/maps?q=43.2136055,141.642837"
白石公園 はこだて オートキャンプ場,青森県,,,9.0,-2.6,-2.0,1.8,6.6,11.3,15.3,19.3,21.6,18.6,12.4,6.1,-0.1,https://shiroishi-park.hakodate.jp/,"https://www.google.com/maps?q=41.756957,140.9008481"
河畔綠地,栃木県,,,11.9,0.6,1.2,4.5,10.2,15.5,19.1,22.8,23.7,19.8,14.0,8.1,3.1,,"https://www.google.com/maps?q=37.1343728,140.2083924"
百人浜オートキャンプ場,北海道,,,7.4,-1.8,-2.2,0.1,3.4,7.2,11.1,15.2,17.7,16.9,12.5,6.8,1.0,,"https://www.google.com/maps?q=41.9940866,143.2437304"
Yamashirocho Shinrinkoen - Rest Village Yamashiro,奈良県,,,15.3,4.1,4.6,8.0,13.5,18.6,22.6,26.5,27.5,23.4,17.4,11.3,6.2,,"https://www.google.com/maps?q=34.7832215,135.8483911"
末山くつわ池自然公園,滋賀県,Tsuzuki-gun,,15.3,4.1,4.6,8.0,13.5,18.6,22.6,26.5,27.5,23.4,17.4,11.3,6.2,https://town.ujitawara.kyoto.jp/,"https://www.google.com/maps?q=34.8563983,135.837026"
Ide-cho Outdoor Activity Center Taishoike Green Park,奈良県,Tsuzuki District,,15.3,4.1,4.6,8.0,13.5,18.6,22.6,26.5,27.5,23.4,17.4,11.3,6.2,http://greenprk.p1.bindsite.jp,"https://www.google.com/maps?q=34.8119728,135.8554921"
Yamahachi Campground,奈良県,Kizugawa,,15.7,4.5,5.1,8.5,14.0,19.0,22.9,26.8,27.8,23.8,17.7,11.8,6.8,,"https://www.google.com/maps?q=34.7633435,135.8963914"
笠置キャンプ場,奈良県,Sōraku-gun,,15.7,4.5,5.1,8.5,14.0,19.0,22.9,26.8,27.8,23.8,17.7,11.8,6.8,https://kasagi.kyoto-fsci.or.jp/,"https://www.google.com/maps?q=34.7590176,135.9357301"
猿田川野営場,山形県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=38.3019375,139.7282938"
くるみ台野営場,青森県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=40.4074095,140.2918992"
素波里園地キャンプ場,青森県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=40.3399573,140.2457069"
井吹の森,兵庫県,,,15.1,3.8,4.4,7.8,13.2,18.2,21.9,25.8,27.1,23.2,17.4,11.5,6.2,,"https://www.google.com/maps?q=34.7027407,135.0437266"
旭高原元気村,愛知県,,,11.8,0.2,1.0,4.8,10.2,15.2,19.1,22.9,23.7,20.1,14.1,7.8,2.5,https://www.asahikougen.co.jp/,"https://www.google.com/maps?q=35.2179076,137.406844"
国見ヶ丘,熊本県,,,14.4,3.7,5.0,8.4,13.2,17.6,20.9,24.7,25.0,21.8,16.2,10.6,5.4,,"https://www.google.com/maps?q=32.7191167,131.2811037"
ヤドリ浜キャンプ場,沖縄県,,,22.0,15.3,15.6,17.4,19.9,22.8,25.8,28.4,28.5,27.3,24.4,21.0,17.2,,"https://www.google.com/maps?q=28.1254853,129.3625683"
輝北天球館,鹿児島県,,,15.7,5.8,6.9,9.8,14.2,18.3,21.3,25.2,25.5,22.8,18.1,12.9,7.9,,"https://www.google.com/maps?q=31.5930597,130.8242465"
菊池渓谷,熊本県,,,13.2,2.0,3.4,6.9,11.9,16.7,20.2,23.8,24.2,20.8,15.1,9.2,3.8,,"https://www.google.com/maps?q=33.0008595,130.9512773"
キャンプ場,奈良県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.6968311,136.0743494"
美濃白川クオーレの里,岐阜県,,,11.9,0.0,1.0,4.6,10.1,15.5,19.4,23.2,24.1,20.5,14.3,7.9,2.4,,"https://www.google.com/maps?q=35.5956633,137.2189291"
菩提キャンプ場,奈良県,,,16.9,5.5,6.3,9.6,14.9,20.0,23.9,27.7,29.1,25.2,19.2,13.5,8.0,,"https://www.google.com/maps?q=34.5808924,135.6932786"
小浜キャンプ場,沖縄県,,,21.8,15.0,15.3,17.1,19.8,22.8,26.2,28.8,28.5,27.0,23.9,20.4,16.7,,"https://www.google.com/maps?q=28.4091749,129.4557009"
奄美フォレストポリスキャンプ場,沖縄県,,,21.8,15.0,15.3,17.1,19.8,22.8,26.2,28.8,28.5,27.0,23.9,20.4,16.7,,"https://www.google.com/maps?q=28.3160217,129.3451783"
八東ふる里の森 バンガロー,鳥取県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.4171632,134.4338211"
エコキャンプみちのく,宮城県,,,11.7,0.6,1.1,4.4,9.3,15.1,18.7,22.3,23.8,19.8,14.0,7.9,2.8,,"https://www.google.com/maps?q=38.2006364,140.6716407"
菊川自然活用村,山口県,,,14.3,3.6,4.4,7.5,12.4,17.3,21.2,25.1,25.9,22.0,16.1,10.4,5.4,,"https://www.google.com/maps?q=34.1579947,131.0233141"
むろらん高原だんパラキャンプ場,北海道,,,7.4,-4.1,-3.8,-0.4,5.1,10.3,14.0,17.9,19.6,16.7,10.8,4.2,-1.9,,"https://www.google.com/maps?q=42.4131901,141.0016849"
白崎海洋公園 オートキャンプ場,和歌山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.9761959,135.0712435"
十二坊温泉オートキャンプ場,滋賀県,,,14.5,3.1,3.5,7.0,12.4,17.7,21.7,25.7,26.7,22.8,16.7,10.7,5.5,https://www.12-yurara.jp/?page_id=128,"https://www.google.com/maps?q=35.0122899,136.109262"
豊田湖畔キャンプ場,山口県,,,14.3,3.6,4.4,7.5,12.4,17.3,21.2,25.1,25.9,22.0,16.1,10.4,5.4,,"https://www.google.com/maps?q=34.2406765,131.1219806"
庄内夕日の丘ｵｰﾄｷｬﾝﾌﾟ場,山形県,,,12.5,1.8,1.8,4.7,9.3,15.1,19.5,23.1,24.9,21.1,15.1,9.6,4.3,,"https://www.google.com/maps?q=38.8166002,139.7965404"
南の池記念公園キャンプ場,秋田県,,,11.4,0.2,0.5,3.5,8.7,14.3,18.7,22.6,24.0,19.9,13.7,7.9,2.6,,"https://www.google.com/maps?q=40.0031894,139.9518735"
ホテルきららか野営場,秋田県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.9098026,139.7221386"
大石オートキャンプ村,新潟県,,,12.4,1.0,1.1,4.0,9.8,15.7,20.0,23.8,25.1,21.1,14.8,8.6,3.5,,"https://www.google.com/maps?q=38.0355634,139.5736644"
三宇田キャンプ場,福岡県,,,15.8,5.8,6.9,9.9,13.9,17.8,20.8,24.4,26.1,22.9,18.9,13.6,8.0,,"https://www.google.com/maps?q=34.6694512,129.4852703"
あそうべい,福岡県,,,15.7,5.5,6.7,9.6,13.7,17.8,20.9,24.9,26.5,22.9,18.4,13.3,7.6,,"https://www.google.com/maps?q=34.3057036,129.3456409"
肥中海水浴オートキャンプ場,山口県,,,15.9,5.8,6.4,9.3,13.9,18.4,21.9,26.1,27.1,23.1,17.8,12.8,8.0,,"https://www.google.com/maps?q=34.3311386,130.8958383"
角島大浜海水浴場,山口県,,,15.9,5.8,6.4,9.3,13.9,18.4,21.9,26.1,27.1,23.1,17.8,12.8,8.0,,"https://www.google.com/maps?q=34.3538602,130.8495837"
栗駒高原オートキャンプ場,宮城県,,,8.6,-2.9,-2.4,0.6,6.3,12.0,15.9,19.7,20.7,17.0,11.2,5.2,-0.2,,"https://www.google.com/maps?q=38.9383913,140.8208094"
要害キャンプ場,宮城県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=38.7901471,140.8543507"
花山青少年旅行村,宮城県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=38.7912203,140.8557077"
桑谷キャンプ場,愛知県,,,16.3,5.6,6.2,9.4,14.5,18.9,22.2,26.1,27.4,24.2,18.9,13.4,8.1,https://www.city.okazaki.lg.jp/1100/1109/1163/p003176.html?path=C1100/C1109/C1163/P3176,"https://www.google.com/maps?q=34.8783525,137.2208461"
キャンプ場,北海道,,,7.2,-7.0,-6.0,-1.4,5.6,12.3,17.0,20.7,21.2,16.4,9.4,2.3,-4.2,,"https://www.google.com/maps?q=43.7472232,142.316782"
ふれあいパーク大原湖,山口県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.298017,131.683482"
Free camp ground,徳島県,,,13.6,2.6,3.9,7.4,12.5,16.9,20.3,24.0,24.5,21.1,15.6,9.8,4.5,,"https://www.google.com/maps?q=33.6964893,134.2546415"
Camp ground Tsumajiro,高知県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=32.7882813,132.8593995"
Free camp,高知県,,,17.4,7.5,8.4,11.5,15.9,19.8,22.7,26.4,27.4,24.8,20.1,14.9,9.8,,"https://www.google.com/maps?q=33.5138188,133.8354236"
聖湖,広島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.6796781,132.1718134"
矢岳高原ベルトンオートキャンプ場,鹿児島県,,,15.8,5.1,6.4,9.8,14.4,18.9,22.2,25.8,26.2,23.4,18.1,12.2,6.9,,"https://www.google.com/maps?q=32.085769,130.7749812"
青鹿自然公園,宮崎県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=32.226945,131.4858151"
青井岳キャンプ場,宮崎県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=31.8358917,131.228746"
尾花が森キャンプ場,宮城県,,,11.7,-0.1,0.6,4.1,9.8,15.4,19.4,23.0,24.2,20.4,14.0,7.6,2.1,,"https://www.google.com/maps?q=38.9234205,141.0767657"
マオイオートランド,北海道,長沼町,,7.5,-6.2,-5.3,-0.7,5.8,11.4,15.6,19.5,21.0,17.3,10.7,3.8,-3.1,,"https://www.google.com/maps?q=42.9998864,141.7246247"
高見公園キャンプ場,奈良県,東吉野村,,13.2,2.1,2.6,5.9,11.4,16.5,20.4,24.3,25.1,21.2,15.1,9.2,4.2,https://takami-camp.com/,"https://www.google.com/maps?q=34.4223312,136.0185179"
Makuraseyama,山口県,,,14.3,3.0,3.9,7.4,12.8,17.8,21.5,25.5,26.3,21.9,15.8,10.2,5.1,,"https://www.google.com/maps?q=34.5378629,131.8361088"
見附島シーサイドキャンプ場,富山県,,,13.3,2.8,2.8,5.5,10.4,15.7,19.8,24.1,25.5,21.6,15.8,10.3,5.3,,"https://www.google.com/maps?q=37.3954319,137.2411311"
鉢ヶ崎オートキャンプ場,富山県,,,13.3,2.8,2.8,5.5,10.4,15.7,19.8,24.1,25.5,21.6,15.8,10.3,5.3,,"https://www.google.com/maps?q=37.4439938,137.3283801"
松島オートキャンプ場,富山県,,,13.7,2.7,3.0,5.9,11.1,16.3,20.4,24.5,26.0,22.0,16.2,10.5,5.4,,"https://www.google.com/maps?q=37.1281402,137.0498184"
グリーンビュー丸山オートキャンプ場,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.9950311,139.142262"
BOSCOオートキャンプベース,神奈川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.4417497,139.2118332"
キャンピングヒルズ鴨川,神奈川県,,,16.1,6.2,6.8,9.8,14.4,18.4,21.3,24.9,26.4,23.5,18.5,13.6,8.8,,"https://www.google.com/maps?q=35.0953469,140.0785167"
朝霧オートキャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.385681,138.5799251"
南伊豆夕日が丘キャンプ場,静岡県,,,16.4,7.0,7.5,10.3,14.5,18.4,21.7,25.4,26.5,23.5,18.7,13.9,9.3,,"https://www.google.com/maps?q=34.6973702,138.7662664"
ニューブリッチキャンプ場,山梨県,,,11.0,-0.4,0.6,4.2,9.5,14.3,17.8,21.9,22.5,18.7,13.0,7.5,2.3,,"https://www.google.com/maps?q=35.5100967,138.7618444"
本栖湖スポーツセンター キャンプサイト,山梨県,,,12.3,0.3,1.9,5.8,11.4,16.0,19.6,23.4,24.2,20.3,14.2,8.2,2.8,,"https://www.google.com/maps?q=35.453378,138.5968098"
南伊豆夕日が丘キャップ場,静岡県,,,16.4,7.0,7.5,10.3,14.5,18.4,21.7,25.4,26.5,23.5,18.7,13.9,9.3,,"https://www.google.com/maps?q=34.6975638,138.7662944"
キャンピングヒルズ鴨川,神奈川県,,,16.1,6.2,6.8,9.8,14.4,18.4,21.3,24.9,26.4,23.5,18.5,13.6,8.8,,"https://www.google.com/maps?q=35.0951664,140.0787827"
美濃田の淵キャンプサイト,香川県,,,14.3,3.5,4.2,7.5,13.0,17.7,21.2,25.1,25.6,21.8,16.0,10.5,5.6,,"https://www.google.com/maps?q=34.0358048,133.8978655"
キャンプ場,岐阜県,,,14.8,3.2,4.0,7.7,13.3,18.3,22.0,25.7,26.9,23.1,17.2,11.1,5.6,,"https://www.google.com/maps?q=35.5149833,136.8355124"
岳谷親水公園キャンプ場,福島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=37.860133,139.8167081"
Xưởng thịt,埼玉県,,,15.4,4.2,5.2,8.7,13.9,18.7,22.0,25.9,27.1,23.3,17.5,11.6,6.5,,"https://www.google.com/maps?q=35.9939306,139.7582855"
潮の杜キャンプ場,宮崎県,,,18.4,8.9,10.0,12.9,16.9,20.6,23.4,27.2,27.8,25.3,20.9,15.9,10.9,,"https://www.google.com/maps?q=31.7031508,131.4585338"
かわせみ河原,群馬県,,,14.3,3.1,4.0,7.4,12.8,17.7,21.2,25.0,26.0,22.1,16.3,10.4,5.3,,"https://www.google.com/maps?q=36.1170439,139.2174635"
赤城わらべの里,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.4823795,139.2079216"
天神峡キャンプ場,岡山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.6481855,133.4254454"
なきじんキャンプ場,沖縄県,,,22.8,16.5,16.8,18.5,20.9,23.8,26.9,28.9,28.8,27.6,25.0,21.9,18.2,,"https://www.google.com/maps?q=26.6582375,127.9905174"
NEW奥長良キャンプ場&WANKO,福井県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.9661628,136.9224388"
NAO明野高原キャンプ場,岐阜県,,,11.6,-0.2,0.3,3.8,9.8,15.3,19.3,22.9,24.0,20.0,14.0,7.9,2.4,,"https://www.google.com/maps?q=35.9296761,136.9001505"
六ツ矢崎浜オートキャンプ場,滋賀県,,,14.1,2.8,3.1,6.4,11.7,17.0,21.2,25.1,26.4,22.7,16.8,10.7,5.4,,"https://www.google.com/maps?q=35.3578458,136.065431"
オートキャンプ場,愛知県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.99296,137.6253247"
瀬戸田サンセットビーチ,愛媛県,,,15.9,5.7,5.8,8.6,13.4,18.1,21.8,25.9,27.5,24.1,18.6,12.9,8.0,,"https://www.google.com/maps?q=34.280066,133.0731067"
テントサイト,愛知県,,,16.3,5.4,6.4,9.5,14.3,19.0,22.3,26.0,27.5,24.4,19.1,13.3,8.0,,"https://www.google.com/maps?q=34.6595392,137.3909184"
キャンプサイト,愛知県,,,16.3,5.4,6.4,9.5,14.3,19.0,22.3,26.0,27.5,24.4,19.1,13.3,8.0,,"https://www.google.com/maps?q=34.662908,137.3915219"
百閒洞露営地,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.453447,138.1273757"
農鳥キャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.631791,138.2298707"
吉浦野営場,島根県,,,14.5,4.5,4.6,7.3,12.0,16.7,20.4,24.6,26.1,22.2,16.9,11.9,7.1,,"https://www.google.com/maps?q=36.3164867,133.230437"
マイアミ浜オートキャンプ場,滋賀県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.maiami.info,"https://www.google.com/maps?q=35.1426596,135.9899673"
鴨池海岸公園,愛媛県,,,16.0,5.9,6.1,9.0,13.7,18.4,22.0,26.2,27.4,24.0,18.6,13.0,8.1,,"https://www.google.com/maps?q=34.0824371,132.9233038"
勝山運動公園キャンプ場,岡山県,,,13.8,2.2,3.0,6.4,12.1,17.4,21.4,25.4,26.2,21.9,15.6,9.4,4.2,,"https://www.google.com/maps?q=35.0830972,133.6703648"
野村ダムロッジ,愛媛県,,,15.2,4.3,5.2,8.5,13.5,18.2,21.8,25.8,26.6,23.0,17.2,11.6,6.3,,"https://www.google.com/maps?q=33.3561777,132.6191868"
四万十川キャンプ場,高知県,,,16.5,5.9,7.1,10.5,15.2,19.4,22.6,26.6,27.3,24.1,18.8,13.1,7.8,,"https://www.google.com/maps?q=32.9929424,132.9224657"
阿寒湖畔キャンプ場,北海道,,,4.3,-10.0,-9.4,-4.2,2.3,8.5,13.1,17.1,18.0,14.0,7.5,0.7,-6.5,,"https://www.google.com/maps?q=43.433669,144.0871665"
休暇村 能登千里浜,石川県,,,14.2,3.5,3.6,6.5,11.5,16.6,20.7,24.8,26.5,22.4,16.9,11.3,6.3,https://www.qkamura.or.jp/noto/camp/,"https://www.google.com/maps?q=36.9119378,136.7703545"
高松市 峰山公園,香川県,,,16.7,5.9,6.3,9.4,14.7,19.8,23.3,27.5,28.6,24.7,19.0,13.2,8.1,,"https://www.google.com/maps?q=34.3304984,134.025792"
Sunset beach campsite,福岡県,,,16.0,6.0,6.9,10.0,14.2,18.2,21.3,25.4,26.8,23.4,18.7,13.3,8.0,,"https://www.google.com/maps?q=34.1058229,129.1713499"
朱鞠内湖キャンプ場,北海道,,,4.7,-9.1,-8.6,-4.0,2.3,8.7,14.1,18.2,18.6,13.8,7.1,0.5,-5.9,,"https://www.google.com/maps?q=44.301048,142.1802129"
Free campsite with shower and toilet,福岡県,,,15.8,6.2,6.9,9.7,13.7,17.7,20.9,24.9,26.3,23.1,18.7,13.7,8.5,,"https://www.google.com/maps?q=33.8590278,129.6998885"
not a campsite but good for camping,鹿児島県,,,17.5,7.9,8.8,11.6,15.7,19.5,22.7,26.5,27.4,24.6,20.0,15.0,10.0,,"https://www.google.com/maps?q=32.004636,130.188307"
石見海浜公園オートキャンプ場,広島県,,,15.7,6.2,6.5,9.0,13.5,17.9,21.4,25.6,26.8,22.8,17.7,13.1,8.5,http://kkisp.jp/,"https://www.google.com/maps?q=34.9494079,132.1237619"
松ヶ崎ヒストリーパーク,新潟県,,,13.8,3.0,3.1,5.9,10.8,15.8,20.0,24.2,26.1,22.5,16.8,11.0,5.7,,"https://www.google.com/maps?q=37.9203683,138.4997303"
Kawashiro Park Camping Ground 川代公園キャンプ場,兵庫県,,,14.6,3.2,3.8,7.2,12.8,18.0,21.8,25.8,26.9,22.7,16.5,10.6,5.4,,"https://www.google.com/maps?q=35.0777175,135.1121012"
西浜キャンプ場,秋田県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.0693492,139.8746115"
大渡キャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5268643,139.0957963"
奥道志キャンプ場,山梨県,,,9.4,-2.4,-1.2,2.5,7.9,12.8,16.5,20.6,21.2,17.4,11.6,5.9,0.5,,"https://www.google.com/maps?q=35.4699862,138.9439941"
洞窟,長野県,,,11.5,-1.4,0.0,3.9,9.8,15.7,19.6,23.2,24.3,19.9,13.4,7.1,1.7,,"https://www.google.com/maps?q=36.1003822,137.9397392"
美幌みどりの村森林公園キャンプ場,北海道,,,6.4,-7.9,-7.4,-1.7,4.6,10.5,15.0,18.5,20.2,16.5,9.7,2.8,-4.5,,"https://www.google.com/maps?q=43.8367758,144.0855958"
シーサイドコリドールオートキャンプ場,香川県,,,16.0,5.6,5.9,8.8,13.9,18.5,22.1,26.1,27.4,24.0,18.6,13.2,8.1,,"https://www.google.com/maps?q=34.3639323,134.2118554"
久保キャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://kubocamp.com/,"https://www.google.com/maps?q=35.5353992,139.0827473"
山伏キャンプ,山梨県,,,9.4,-2.4,-1.2,2.5,7.9,12.8,16.5,20.6,21.2,17.4,11.6,5.9,0.5,,"https://www.google.com/maps?q=35.4642135,138.9425177"
美鈴湖キャンプ場,長野県,,,12.2,-0.3,0.6,4.6,10.8,16.5,20.2,24.2,25.1,20.4,13.9,7.8,2.5,,"https://www.google.com/maps?q=36.2592477,138.0102698"
RECAMP摩周,北海道,,,5.2,-7.2,-7.1,-2.9,2.8,8.5,12.5,16.4,17.9,14.9,8.9,2.1,-4.5,,"https://www.google.com/maps?q=43.4792185,144.4509561"
望洋シャンツェオートキャンプ場,北海道,,,8.8,-3.1,-2.7,0.8,6.5,12.1,16.0,20.2,21.7,18.1,11.8,4.9,-1.1,,"https://www.google.com/maps?q=43.1591792,141.0244419"
月見野森林公園キャンプ場,青森県,,,10.7,-0.9,-0.4,2.8,8.5,13.7,17.6,21.8,23.5,19.9,13.5,7.2,1.4,,"https://www.google.com/maps?q=40.776846,140.8130777"
平川市自然の森,青森県,,,10.2,-1.8,-1.4,2.0,8.3,14.0,17.9,21.8,23.0,19.0,12.7,6.5,0.7,,"https://www.google.com/maps?q=40.6039135,140.6155389"
岩洞湖家族旅行村,岩手県,,,6.4,-6.6,-5.9,-2.1,4.2,10.4,14.8,18.9,19.7,15.3,8.5,2.3,-3.4,,"https://www.google.com/maps?q=39.8290231,141.3452863"
霊山湧水の里キャンプ場,福島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=37.7837855,140.6703834"
象潟海水浴場キャンプ場,秋田県,,,13.0,2.5,2.6,5.2,10.0,15.1,19.3,23.3,25.1,21.5,15.9,10.3,5.2,,"https://www.google.com/maps?q=39.2049484,139.894876"
三崎公園キャンプ場,秋田県,,,13.0,2.5,2.6,5.2,10.0,15.1,19.3,23.3,25.1,21.5,15.9,10.3,5.2,,"https://www.google.com/maps?q=39.1205704,139.8727804"
下山キャンプ場,島根県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.3905592,133.5270319"
作並渓流釣り場,山形県,,,10.2,-0.8,-0.5,2.6,8.2,13.6,17.4,21.1,22.1,18.4,12.4,6.5,1.5,,"https://www.google.com/maps?q=38.3494767,140.6000858"
久多の里オートキャンプ場,京都府,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.2718278,135.8520977"
